Export;EXP-2023-01 (20230707 10:27);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10136;NL10137;NL10227;NL10230;NL10235;NL10236;NL10237;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10441;NL10442;NL10444;NL10445;NL10448;NL10520;NL10537;NL10538;NL10544;NL10547;NL10548;NL10549;NL10620;NL10631;NL10633;NL10636;NL10639;NL10641;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704
NO2;uur;µg/m³;20100802 21:00;20100802 22:00;38;18.9;27.4;43.7;25;17.3;39.4;60.3;12.5;19.6;7.3;19.27;14.08;14.42;31.58;;17.83;14.53;16.38;35.13;41.92;28.14;20.72;21.54;17.36;;4.35;;15.09;22.79;28.09;27.27;29.16;;14.15;31.66;57.76;17.94;39.21;9.19;60.42;41.09;26.65;28.81;7.82;;5.08;42.76;63.45;63.11;13.6;9.86;44.71;43.5;16.16;8.74;6.4;6.7;2.29;19.27;9.52;69;14;;48;20;45;35;45;18;11;18;6;40;34;;7;20;13
NO2;uur;µg/m³;20100802 22:00;20100802 23:00;49.7;19.1;33.8;34.3;23.6;52.4;35.2;58.4;19.1;14.3;6.8;19.58;15.82;14.46;27.55;;19.19;13.67;14.96;30.1;29.35;34.3;22.76;24.82;17.01;;4.95;;37.38;21.78;37.05;25.76;32.01;;5.57;25.57;53.82;15.89;28.17;10.49;57.46;36.49;23.17;31.21;10.79;;8.5;51.57;61.13;50.84;12.7;13.15;39.16;38.06;16.3;6.28;8.04;5.24;2.8;13.24;8.21;54;11;;54;24;53;45;54;22;19;20;2;43;23;;12;27;21
NO2;uur;µg/m³;20100802 23:00;20100803 00:00;44.1;12.8;34.9;32.7;19.9;63.1;48.9;57.8;32.9;11.9;5.3;17.24;16.48;13.45;21.27;;19.78;11.76;16.65;26.44;21.8;30.79;23.34;31.99;17;;6.14;;27.31;23.62;29.49;18.48;43.22;;4.69;30.52;55.16;18.27;23.19;8.61;57.2;27.23;;28.5;11.86;;10.99;52.44;60.24;38.96;11.57;15.86;28.46;25.6;16.81;5.24;9.33;5.23;3.3;12.69;5.28;58;9;;56;14;38;43;47;29;24;11;2;28;24;;11;15;15
NO2;uur;µg/m³;20100803 00:00;20100803 01:00;49.5;16.5;55.2;28.3;17.3;59.2;47.9;41.6;25.4;5.9;7.1;19.5;20.38;12.24;16.2;;19.68;26.88;;22.65;21.09;27.71;23.12;19;;;4.8;;18.61;27.94;20.21;17.84;;;4.31;14.3;34.06;;13.84;10.67;45.4;32.66;25.21;23.32;17.65;;10.17;;29.89;39.47;12.5;15.8;27.29;;14.35;8.54;10.95;6.4;;10.28;;56;12;;44;14;35;41;44;36;22;13;4;27;12;;10;17;16
NO2;uur;µg/m³;20100803 01:00;20100803 02:00;45.7;9.8;27.4;17.1;16.6;49;32.4;32.1;14.1;6.3;5.3;18.75;21.15;15.41;19.43;;22.61;31.11;11.04;26.95;21.72;27.73;24.06;16.03;19.13;;4.64;;10;20.34;15.67;15.18;30.58;;5.73;8.09;29.08;33.51;10.96;8.58;44.8;24.91;26.25;21.75;18.6;;13.38;;24.89;32.3;14.36;17.49;17.54;;14.66;9.37;9.28;6.5;2.3;10.58;;39;33;;32;17;29;21;22;23;17;11;3;16;8;;13;23;16
NO2;uur;µg/m³;20100803 02:00;20100803 03:00;44.5;14.1;27.9;13.3;13.4;40.8;19.3;25.1;9;4.9;6.2;19.32;18.87;15.67;20.05;;23.18;30.79;8.5;30.43;22.61;25.54;17.65;9.12;21.05;;4.19;;9.12;13.15;14.38;14.67;30.01;;1.91;5.43;19.89;25.72;9.58;6;34.77;20.07;21.65;21.46;19.02;;9.28;27;26.92;21.34;14.71;18.43;21.02;19.08;15.29;8.14;12.2;5.31;1.38;13.7;;39;29;;34;13;22;32;34;19;11;17;3;17;9;;9;15;7
NO2;uur;µg/m³;20100803 03:00;20100803 04:00;43.4;11.2;37.6;14.6;15.8;43.3;26.5;31.5;8.9;4.5;5.4;20.07;16.55;17.15;23.23;;24.67;24.67;8.62;29.23;27.74;20.73;21.01;9.53;23.29;;3.93;;8.24;15.11;21.51;11.75;29.04;;1.52;4.83;27.03;9.59;8.19;6.36;23.16;23.38;19.76;17.33;18.73;;8.65;22.91;24.94;27.86;13.59;17.63;23.39;23.87;14.09;6.49;8.87;4.83;2.38;12.42;;38;9;;25;12;23;26;48;17;9;18;3;19;18;;5;6;5
NO2;uur;µg/m³;20100803 04:00;20100803 05:00;43.6;17.7;35.7;23.4;17.4;59.5;48.1;47;18.3;5.8;7.1;20.54;16.72;14.07;29.68;;24.01;19.54;8.97;30.34;32.53;23.15;21.53;13.86;19.77;;4.35;;8.3;16.54;34.62;17.64;27.88;;1.12;8.22;46.63;16.14;11.96;8.31;30.51;26.99;24.15;17.9;14.35;;8.96;25.2;35.48;38.23;12.7;14.28;38.01;32.25;11.14;10.47;9.17;5.96;1.55;19.34;;52;5;;39;10;24;30;45;18;8;12;1;25;16;;7;10;8
NO2;uur;µg/m³;20100803 05:00;20100803 06:00;47.7;22.3;43.5;43.6;24.5;72;64.7;72.1;29.3;8.8;6.1;19.96;14.25;12.59;29.33;;20.21;18.08;8.6;32.01;32.81;26.7;20.83;21.94;16.39;;5.79;;15;24.53;51.14;24.42;29.2;;1.03;22.26;71.65;38.43;28.95;9.22;37.16;37.1;28.16;16.91;14.02;;8.82;45.05;46.64;56.61;11.04;13.68;36.21;27.39;12.4;13.49;10.46;6.21;2.49;30.98;;64;17;;62;16;33;34;47;20;19;12;2;39;16;;12;18;11
NO2;uur;µg/m³;20100803 06:00;20100803 07:00;43;19.9;53.8;54.5;23.3;67.3;68.2;73.7;30.5;12.7;6.8;19.82;13.47;12.44;35.08;;17.89;17.66;10.36;33.86;33.63;33.82;22.08;13.77;12.59;;4.79;;20.12;35.42;42.8;19.92;34.1;;0.48;29.58;69.51;38.49;33.75;9.22;38.32;34.84;31.47;23.3;15.55;;8.81;53.14;54.82;51.18;12.65;13.08;42.39;29.63;14.01;8.18;6.69;4.46;4.85;34.89;;60;22;;50;24;50;43;55;27;18;11;1;26;12;;10;14;10
NO2;uur;µg/m³;20100803 07:00;20100803 08:00;31.6;21.7;31.9;57.9;22.5;58.6;47.4;54.8;26.3;7.2;4.9;18.34;15.65;14.03;36.39;;21.87;19.3;11.62;37.31;33.9;34.4;14.8;9.2;12.17;;5.72;;6.02;21.94;24.4;13.28;26.18;;1.33;34.23;49.46;18.02;44.41;9.33;44.67;35.6;27.23;22.01;14.53;;6.52;40;35.78;51.68;11.18;16.23;50.33;34.8;12.28;4.22;5;4.41;4.32;38.75;;55;9;;44;19;37;34;46;22;7;17;5;11;9;;8;9;7
NO2;uur;µg/m³;20100803 08:00;20100803 09:00;30.4;15.8;19.3;51.2;18.8;51.3;41.6;41.7;12.7;10.4;5.3;14.74;15.7;13.75;32.61;;20.44;20.67;2.9;35.64;29.85;18.79;12.18;5.33;10.21;;4.03;;8.54;14.71;22.85;11.16;16.69;;0.83;32.55;38.97;19.78;30.83;3.18;35.61;29.67;19.93;20.88;5.56;;3.62;33.48;22.15;41.62;9.61;11.66;37.61;25.55;10.65;2.99;2.57;1.78;2.09;35.85;;45;9;;27;16;35;27;41;15;4;12;3;11;8;;5;7;9
NO2;uur;µg/m³;20100803 09:00;20100803 10:00;34.2;20.2;16;35;13.5;50.3;36;33.7;8.9;14.8;4.2;12.03;12.48;10.09;33.09;;12.79;19.71;2.45;25.71;21.09;15.18;11.43;3.57;7.64;;3.27;;4.95;12.3;23.37;11.94;13.37;;2.66;29.63;28.26;23.4;29.49;2.76;24.11;20.65;15.91;12.79;3.88;;1.39;26.82;21.88;34.89;7.8;9.34;29.6;12.5;7.27;2.99;2.28;1.24;0.71;20.64;;43;11;;26;10;27;23;28;10;4;9;7;9;19;;4;6;14
NO2;uur;µg/m³;20100803 10:00;20100803 11:00;38.4;32.5;16.6;39.4;12.6;54.5;35.7;32.9;8.1;17.5;14.5;8.57;6.93;5.43;28.83;;9.35;14.95;1.79;29.5;24.31;10.34;8.25;3.47;8.6;;3.72;;4.1;9.55;20.13;7.76;15.62;;1.01;23.12;26.1;21;25.89;2;21.06;17.15;11.91;9.7;3.06;;2.72;16.81;14.83;31.53;5.65;8.98;19.98;7.42;8.56;2.71;2.69;1.5;1.07;21.85;;45;12;;28;13;23;15;25;9;6;9;4;9;22;;7;6;11
NO2;uur;µg/m³;20100803 11:00;20100803 12:00;35.6;30.2;20.5;43;14.1;45.4;31.9;38.2;9.6;28.1;14.5;6.89;10.23;5.37;23.44;;6.53;10.34;1.67;39.52;21.56;5.04;7.15;3.26;6.07;;5.55;;4.4;7.5;32.48;4.49;21.13;;1.95;24.9;;21.29;23.69;2.37;25.82;16.37;11.2;8.05;1.92;;3.3;17.46;13.08;36.15;5.84;4.73;20.52;5.82;8.95;2.74;4.55;0.8;0.29;8.06;;42;13;;26;8;29;17;22;9;5;11;15;8;18;;9;3;10
NO2;uur;µg/m³;20100803 12:00;20100803 13:00;47.8;19.6;24.8;53;22;56.3;36.5;42.5;17.2;31.1;17.8;6.3;6.39;6.7;24.61;;4.01;5.94;3.61;28.68;23.3;3.43;6.81;2.76;3.17;;9.77;;8.23;18.17;34.11;2.2;20.12;;2;19.32;33.7;16.31;23.17;1.57;26.23;12.66;8.2;6.83;2.95;;2.61;15.6;11.36;36.9;10.29;4.69;23.87;5.33;7.57;1.34;4.52;1.36;1.92;25.03;;40;9;;25;7;20;;;7;;11;6;6;7;;5;3;4
NO2;uur;µg/m³;20100803 13:00;20100803 14:00;55.2;13.7;18.9;57.3;24.8;63.2;39.7;39.9;18.9;24.9;20.4;5.72;7.59;10.04;37.4;;3.8;4.86;4.65;30.06;19.38;3.48;4.25;2.34;1.59;;8.32;;6.18;22.19;;1.38;15.79;;1.54;26.48;38.34;17.97;17.02;1.3;28.11;16.94;8.12;5.99;2.65;;1.11;17.49;16.7;39.2;7.58;5.05;19.61;4.66;7.08;1.44;3.15;1.07;1.21;31.87;;40;10;;22;8;28;9;18;6;4;17;7;7;15;;4;4;4
NO2;uur;µg/m³;20100803 14:00;20100803 15:00;51.9;7.7;18;56.7;21.9;66.2;37.7;44.5;19.1;20.3;21.4;8.93;9.37;10.62;45.24;;4.12;5.06;;33.27;16.69;3.94;4.94;2.39;1.29;;5.33;;9.76;22.22;20.2;2.08;7.76;;2.27;26.48;39.75;;19.86;2.67;22.47;17.6;6.37;5.61;3.23;;2.12;15.65;12.4;39.86;6.52;3;21.51;5.76;7.66;1.87;3;0.78;0.75;51.34;;92;13;;21;7;27;8;18;6;4;13;5;7;3;;5;5;8
NO2;uur;µg/m³;20100803 15:00;20100803 16:00;62.5;7;26.3;63.2;29.3;63.4;45.3;41;9.2;17.2;30.1;7.24;8.85;11.54;56.41;;3.83;4.56;;28.57;23.75;4.06;5.52;2.32;1.12;;9.83;;16.57;16.03;21.2;1.9;7.76;;2.16;27.58;32.38;16.12;24.16;2.85;32.21;16.11;10.11;6.74;4.09;;2.78;15.35;11.16;43.35;5.21;3.77;22.63;6.45;7.66;1.69;3.08;0.69;0.11;17.5;;34;11;;23;6;21;9;26;;3;;;7;;;3;4;7
NO2;uur;µg/m³;20100803 16:00;20100803 17:00;62;5.7;14.6;48.4;21.3;59.7;46.9;43.7;12.9;26.6;42.5;6.15;9.37;11.58;52.99;;7.49;5.34;;25.85;31.5;3.26;5.84;2.64;2.05;;12.74;;17.53;16.59;19.17;1.66;6.83;;2.65;32.38;36.78;14.22;27.99;3.05;33.65;18.4;9.33;6.53;7.36;;3.08;17.67;17.54;43.54;4.26;4.42;25.35;7.05;7.39;3.05;3.8;1.65;0.45;15;;52;7;;22;5;26;8;35;6;3;8;6;8;3;;2;5;4
NO2;uur;µg/m³;20100803 17:00;20100803 18:00;60.8;6.7;12.9;26.4;11.9;58.2;40.3;37.2;11.4;37.1;28.1;4.88;8.98;10.72;38.86;;6.75;5.14;;31.16;28.94;2.74;7.93;3.48;2.33;;8.38;;13.73;16.81;20.97;2.27;7.83;;3.82;38.95;31.81;12.64;29.07;1.76;56.3;18.31;9.89;7.03;9.66;;4.25;26.58;21.7;56.47;4.54;3.89;22.69;7.34;7.92;1.58;4.39;1.47;0.89;13.46;;54;5;;27;6;37;9;37;11;3;8;6;9;3;;4;6;10
NO2;uur;µg/m³;20100803 18:00;20100803 19:00;50;10;23.5;28.1;14.9;49.4;41.8;35.8;8.8;38.7;34.5;8.18;8.73;10.61;39.57;;13.42;7.37;;33.96;17.16;4.89;8.76;3.68;3.4;;8.21;;29.5;17.06;20.38;2.13;9.24;;5.57;31.54;31.58;14.36;21.74;3.66;52.07;17.14;8.58;9.89;7.83;;7.11;24.94;22.89;61.19;4.74;5.25;28.19;8.99;7.49;3.02;5.42;1.62;1.4;12.59;;67;7;;24;9;28;11;26;13;5;7;8;10;3;;5;6;17
NO2;uur;µg/m³;20100803 19:00;20100803 20:00;65.4;10.9;17.5;22.9;15.9;54.7;53;43.7;13.5;23.4;29.9;13.45;16.62;10.63;54.81;;21.77;13.95;19.29;33.57;32.6;11.43;10.64;12.35;8.82;;10.51;;61.47;25.03;23.82;7.43;12.06;;14.44;37.92;35.62;14.82;23.79;4.88;49.44;22.87;15.55;9.86;8.21;;10.67;36.1;43.93;63.91;9.63;6.37;27.61;10.4;7.25;5.61;7.04;2.55;1.28;19.75;;63;8;;25;8;;11;37;13;7;7;10;15;5;;10;8;17
NO2;uur;µg/m³;20100803 20:00;20100803 21:00;64.3;12.7;18.6;30.9;24.7;69.5;59.6;50.1;27.7;34.8;31.3;14.72;16.27;9.9;49.25;;13.1;15.83;24.17;29.38;24.71;21.89;12.17;19.59;15.46;;12.69;;32.55;32.25;37.08;11.93;21.06;;16.91;45.89;45.99;18.97;34.19;8.1;80.58;57.24;20.06;30.02;7.79;;18.14;39.93;52.68;64.77;9.73;29.81;28.75;20;12.79;13.48;16.85;4.6;2.48;25.78;;73;13;;;12;30;14;47;16;22;14;10;28;9;;19;16;19
NO2;uur;µg/m³;20100803 21:00;20100803 22:00;54.5;17;16.8;38.7;28.7;67.9;60.7;54.3;31.5;35.9;40.4;10.92;14.24;8.63;25.08;;16.01;14.55;29.63;25.96;21.95;33.69;24.72;20.94;15.24;;14.27;;24.37;34.8;34.62;14.36;25.11;;13.24;48.5;50.8;29.69;30.2;12.88;94.62;55.2;17.66;41.01;20.54;;15.82;56.97;58.31;68.2;10.77;27.95;38.06;31.82;11.46;14.44;16.38;5.92;9.65;42.86;;;20;;43;15;60;25;74;24;22;14;14;30;14;;24;28;19
NO2;uur;µg/m³;20100803 22:00;20100803 23:00;32.7;17.2;19.2;30.8;23.5;61.3;40;50.9;26.6;39.6;24.2;12.65;11.19;9.11;27.45;;16.53;13.02;29.53;26.09;20.42;49.88;25.06;21.34;16.78;;14.09;;31.22;38.3;35.22;15.2;32.37;;14.79;32.17;44.29;48.45;23.72;21.3;65.92;48.24;23.44;38.7;21.13;;18.81;61.76;52.86;63.93;19.12;22.92;31.21;27.3;10.13;8.38;17.83;9.15;8.55;45.72;;65;28;;49;39;51;35;64;40;18;16;24;29;14;;35;27;26
NO2;uur;µg/m³;20100803 23:00;20100804 00:00;24.6;11.4;15.9;21.8;18.6;43.9;39.7;48.8;27.7;47.3;26.7;11.23;10.21;8.76;36.75;;16.23;15.21;35.52;18.57;18.36;32.73;24.2;32.23;15.96;;10.28;;40.96;30.5;31.71;13.51;33.08;;23.29;24.25;47.19;44.22;22.56;24.63;53.05;43.46;34.44;42.76;32.46;;23.06;45.83;65.54;60.93;17.8;28.04;22.99;18.97;11.46;7.3;16.97;10.31;8.62;31.28;;64;27;;37;24;36;29;45;30;27;21;30;32;19;;49;26;32
NO2;uur;µg/m³;20100804 00:00;20100804 01:00;20.7;15.4;18.4;18.8;18.2;40.7;39.1;56.3;28.6;44.9;22.8;12.24;11.07;10.09;13.81;;19.05;16.62;28.81;15.17;16.48;21.04;28.83;34.46;;;10.68;;32.73;30.5;30.67;12.99;;;22.39;20.88;56.59;26.23;21.27;;;39.81;31.1;41.49;33.02;;17.69;;41.45;40.76;19.05;23.32;16.61;17.24;9.67;;7.14;11.26;;16.64;;52;22;;30;21;32;25;39;19;20;20;44;28;17;;;24;34
NO2;uur;µg/m³;20100804 01:00;20100804 02:00;18.9;12.5;16;20.1;19.3;32;29.7;51.1;20.2;36.3;20;14.97;11.15;10.71;12.78;;19.19;14.94;17.36;19.49;17.15;22.86;31.85;46.49;;;9.65;;27.14;32.47;23.86;11.94;26.81;;19.99;20.65;45.72;22.19;17.09;18.05;23.08;34.33;37.14;35.01;35.48;;23.65;;32.39;39.41;21.46;19.01;15.33;15.39;13.75;;6.35;10.97;7.26;10.6;;32;22;;27;23;23;22;29;18;21;20;68;31;16;;23;18;29
NO2;uur;µg/m³;20100804 02:00;20100804 03:00;16.7;9.8;12.1;15.4;12.7;52.2;25.7;41;16.9;30;19.8;14.43;13.89;13.23;15.22;;16.76;15.72;29.54;15.52;18.64;23.94;32.16;22.42;;;7.4;;20.16;23.65;25.34;9.18;31.75;;18.44;18.91;35.02;19.36;16.3;22.12;22.26;32.23;36.09;33.86;29.52;;23.12;25.15;30.4;39.26;23.74;17.84;12.02;13.39;17.78;;6.76;10.6;5.81;7.69;;31;21;;23;19;21;20;30;23;25;18;57;32;19;;27;17;28
NO2;uur;µg/m³;20100804 03:00;20100804 04:00;19.1;10.3;13.4;12.5;12.4;32.2;30;42.6;19.3;27.9;25.4;13.84;13.71;14.54;20.5;;16.08;12.19;22.37;12.06;15.46;29.62;22.96;22.2;;;6.16;;23.11;24.01;21.41;14.04;18.32;;18.51;21.66;37.2;19.65;15.48;19.51;26.63;28.96;27.02;28.6;28.38;;29.64;26.69;32.44;37.16;24.56;23.93;14.23;14.52;18.17;;10.77;12.6;7.01;9.03;;28;25;;24;19;23;23;31;23;27;17;57;32;22;;26;22;29
NO2;uur;µg/m³;20100804 04:00;20100804 05:00;29.4;12;17.3;16.5;14.6;32.3;33.5;41;22.3;21.6;22.8;15.71;13.32;14.88;21.27;;14.09;10.18;15.97;19.34;24.44;22.77;20.08;14.75;;;5.58;;19.64;26.13;25.06;12.77;16.72;;20.29;30.42;37.78;22;19.11;20.32;29.27;32.14;31.34;30.34;26.93;;25.57;27.49;32.73;45.86;25.53;17.6;20.37;17.08;17.22;;11.84;12.59;9.9;16.98;;44;23;;28;21;25;24;36;28;28;19;58;37;23;;30;25;27
NO2;uur;µg/m³;20100804 05:00;20100804 06:00;48.1;13.7;23.4;22.9;14.5;47.6;42.1;42.4;23.6;22.5;23.1;14.03;12.77;12.05;22.9;;14;9.21;19.5;25.83;31.93;25.7;19.67;16.78;;;6.19;;21.29;20.55;39.54;12.98;14.11;;21.55;31.17;36.34;26.76;26.02;22.58;40.14;32.61;31.07;31.68;26.59;;17.25;32.39;37.87;54.49;25.51;23.19;18.86;15.21;16.95;;14.75;12.71;11.14;23.03;;48;28;;44;27;32;28;42;26;33;21;50;43;25;;37;28;31
NO2;uur;µg/m³;20100804 06:00;20100804 07:00;43.1;15.2;26.5;29;16.4;49.7;45.1;45.8;24.8;24.2;21.7;16.41;11.21;19.05;39.93;;13.64;12.9;29.49;26.35;35;29.2;21.13;18.62;;;9.28;;38.44;26.65;41.59;14.21;23.19;;23.62;36.27;43.39;32.01;40.84;28.2;49.07;25.79;21.14;28.3;21.33;;13.96;36.49;39.72;50.64;16.96;22.38;22.85;14.81;19.39;;16.93;13.94;12.86;35.93;;52;25;;42;26;32;28;42;22;34;23;46;40;29;;39;33;39
NO2;uur;µg/m³;20100804 07:00;20100804 08:00;41.2;21.3;24;28.2;16.2;42.5;42.7;45.7;24.1;21.2;19.5;18.96;9.52;18.4;46.55;;14.34;10.8;20.29;25.59;37.09;30.43;28.23;20.43;;;13.63;;27.73;30.19;36.34;15.61;19.24;;23.48;34.13;41.74;33.73;38.47;31.92;50.21;26.06;23.39;23.38;17.43;;14.75;36.38;37.36;45;11.83;16.09;22.9;15.52;18.74;;18.09;13.82;12.53;36.31;;50;25;;44;27;36;31;45;22;31;24;44;39;27;;39;31;37
NO2;uur;µg/m³;20100804 08:00;20100804 09:00;39.7;18.6;23.4;28.9;18.3;39.2;38.5;37.3;22;17.7;15.2;16.77;7.14;14.16;35.73;;12.51;9.99;18.44;19.3;23.02;24.65;24.02;17.16;;;13.5;;26.99;21;39.26;18.67;24.49;;21.23;30.86;34.44;34.45;40.75;31;42.86;24.64;26.65;24.78;20.45;;13.25;34.19;38.67;42.24;10.61;12.87;19.52;14.36;16.47;;17.36;15.07;13.03;28.31;;55;20;;49;26;33;26;36;22;25;25;35;35;24;;33;29;37
NO2;uur;µg/m³;20100804 09:00;20100804 10:00;40.3;17.9;26;33.6;19.3;39.8;43.6;39.5;29.5;21.4;16;13.28;4.43;8.51;29.49;;7.47;11.63;19.43;20.24;20.18;22.64;18.99;11.86;;;13.96;;26.51;26.41;33.97;13.2;18.35;;18.26;31.13;42.22;29.74;38.15;27.28;46.91;26.83;26.31;23.74;17.37;;11.58;33.41;33.49;41.24;8.06;11.38;15.28;10.72;16.38;;14.58;10.12;;26.32;;52;21;;51;23;36;28;44;23;32;22;39;42;24;;37;30;42
NO2;uur;µg/m³;20100804 10:00;20100804 11:00;41.3;14.4;21.9;21.6;14.3;39.9;38.9;36;22.4;23;15.2;7.6;4.79;7.57;23.92;;7.84;11.75;20.43;19.73;19.06;20.15;16.4;10.42;;;13.66;;21.81;26.99;34.41;12.39;17.73;;18.99;29.25;35.58;35.12;37.75;23.02;47.44;24.53;25.3;20.79;14.62;;10.04;29.32;34.34;41.91;6.56;7.48;18.11;8.42;15.48;;13.75;7.27;;33.23;;60;22;;55;26;47;30;46;20;32;23;42;37;23;;38;30;37
NO2;uur;µg/m³;20100804 11:00;20100804 12:00;38.4;15.2;19.1;28.2;15.5;42.1;36.6;37.4;20.2;21.1;20.5;10.36;4.25;9.17;;;6.88;7.98;14.97;20.32;15.95;22.45;21.36;16.3;;13.1;5.78;;18.47;25;29.84;15.11;17.55;;18.65;28.05;31.08;33.32;38.91;11.85;48.59;20.63;19;18.48;12.3;;8.95;26.27;26.79;30.86;5.62;8.61;20.04;9.87;13.73;;14.42;6.59;;40.97;13.21;64;20;;46;24;34;29;45;15;31;19;45;35;21;;39;27;37
NO2;uur;µg/m³;20100804 12:00;20100804 13:00;42.6;11.4;19.8;28.3;15.2;38.9;36.1;35.2;15.8;34.6;18.4;9.07;4.46;9.17;;;6.66;7.64;13.68;18.97;20.04;19.8;18.67;8.86;10.9;4.87;3.37;;25.46;23.47;20.1;10.52;12.81;;4.57;38.35;34.88;33.57;28.48;;50.17;16.42;15.34;14.76;16.64;;9.36;27.35;32.28;32.85;6.55;11.76;19.33;10.53;12.9;;7.79;4.56;;46.98;14.85;62;28;;50;27;58;31;58;17;16;23;12;22;12;;16;14;21
NO2;uur;µg/m³;20100804 13:00;20100804 14:00;38.7;12;26.5;49.6;26.1;53.6;34.6;23.5;6.9;27.6;14.3;8.65;4.59;10.02;;;8.8;7.85;7.02;18.07;20.41;18.21;22.76;6.17;9.3;5.28;3.81;;13.22;23.98;14.03;6.98;14.81;;2.59;30.68;20.58;31.61;18.08;;73.12;22.55;19.05;15.67;14.43;;8.91;27.44;29.51;40.54;10.31;14.86;18.95;8.92;13.99;;9.07;5.33;;37.54;12.32;62;32;;38;21;48;28;51;25;5;24;7;10;3;;6;6;5
NO2;uur;µg/m³;20100804 14:00;20100804 15:00;59.2;16.2;28.8;41.3;25.4;56.7;40.7;31.6;8.7;30.1;17;9.07;4.46;8.89;;;5.85;9.99;6.78;20.23;25.11;14.71;10.48;5.41;10.09;5.38;3;;17.17;23.48;19.28;5.06;10.17;;3.1;27.4;31.45;12.18;22.58;;41.98;31.32;17.31;14.26;11.48;;3.35;30.21;43.31;26.93;5.87;9.8;19.68;8.59;13.52;;5.3;6.31;6.73;37.68;10.4;45;10;;24;8;29;12;34;13;4;21;8;8;3;;6;6;10
NO2;uur;µg/m³;20100804 15:00;20100804 16:00;58.4;15.2;28.7;45.3;31.3;66.5;50.9;35.7;9.5;31.6;18.3;8.33;6.1;8.55;22.38;;8.67;12.6;;29.77;42.14;10.02;11.02;4.59;19.08;4.54;4.46;;15.58;27.23;21.07;6.39;11.53;;3.15;30.62;38.17;15.85;25.39;;47.19;30.52;10.31;8.15;10.23;;4.59;25.75;30.21;27.78;7.67;7.69;25.53;15.08;14.81;;3.17;6.15;5.7;31.74;10.77;54;11;;25;9;32;13;38;14;6;17;7;9;3;;4;6;6
NO2;uur;µg/m³;20100804 16:00;20100804 17:00;70;10;25.3;52;32.5;65.6;54;37;10.9;26.2;19.1;11.31;10.1;11.8;31.51;;13.15;8.74;11.53;41.79;50.88;8.57;9.05;3.91;24.8;1.82;3.93;;15.64;31.1;17.14;4.55;9.34;;4.57;39.84;30.39;14.06;25.16;2.7;39.47;18.46;9.21;6.59;9.85;;5.42;31.21;32.77;33.93;7.39;8.11;41.97;17.66;10.99;;2.48;7.75;1.61;37.19;7.71;64;11;;21;8;33;11;44;15;4;26;5;;4;;5;5;5
NO2;uur;µg/m³;20100804 17:00;20100804 18:00;60;6.8;20.4;42.5;19.6;63.9;51.8;42.1;7.7;52.4;30.1;11.74;10.79;12.88;35.84;;16.5;7.1;13.81;35.46;40.91;8.95;11.22;4.78;25.56;4.14;2.99;;23.32;22.85;13.66;3.73;8.61;;8.05;32.46;43.31;14.66;27.02;1.47;52.45;16;10.89;6.13;10.43;;7.81;30.57;27.54;35.4;8.89;10.24;29.86;17.39;12;;2.85;8.09;0.41;31.85;6.29;60;11;;26;7;25;11;43;15;6;13;6;9;5;;9;7;15
NO2;uur;µg/m³;20100804 18:00;20100804 19:00;50.5;10;37.2;65.9;27.3;62.2;40.2;36.9;9.8;38.2;17;14.15;14.35;13.66;33.13;;14.14;10.33;12.66;34.86;35.84;11.96;7.95;6.6;13.23;5.09;3.92;;16.11;14.91;13.45;5.07;8.73;;5.26;25.12;30.1;15.45;33.39;1.79;48.87;21.44;12.09;11.99;14.31;;11.48;23.81;34.59;39.37;10.81;11.5;30.2;22.31;14.64;;2.07;6.35;0.42;34.73;4.22;64;20;;30;;45;19;47;14;10;23;10;15;7;;15;14;16
NO2;uur;µg/m³;20100804 19:00;20100804 20:00;44.5;31.5;41.5;52.6;34.8;42.5;30.3;39.9;16.3;28.7;13.3;15.4;13.99;14.5;25.58;;14;14.67;11.43;41.52;30.73;14.99;11.09;8.29;10.58;2.59;2.51;;11.3;19.13;24.17;7.12;12.78;;4.03;26.51;32.27;30.33;28.7;3.71;50.42;25.7;17.96;20.16;9.4;;9.35;29.35;40.14;47.62;11.63;12.94;36.75;19.98;14.57;;1.99;6.65;0.38;26.35;2.83;53;22;;40;19;44;23;36;24;9;12;5;15;7;;13;12;17
NO2;uur;µg/m³;20100804 20:00;20100804 21:00;50.5;39.9;40;59.8;38.6;39.9;33.9;47.9;17.6;12.6;8.5;14.94;12.99;11.04;25.64;;19.33;18.43;9.58;37.7;47.51;16.24;18.77;11.78;30.28;6.12;3.61;;7.76;20.48;21.94;4.78;19.29;;4.64;30.11;39.69;24.04;24.39;3.54;43.95;20.63;18.66;21.84;9;;7.42;29.26;31.69;30.18;14.39;14.65;34.6;24.17;17.12;;6.79;7.56;0.57;31.22;6.76;56;;;36;15;33;21;38;18;8;13;7;15;4;;7;;
