Export;EXP-2023-01 (20230707 10:27);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10136;NL10137;NL10227;NL10230;NL10235;NL10236;NL10237;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10441;NL10442;NL10444;NL10445;NL10448;NL10520;NL10537;NL10538;NL10544;NL10547;NL10548;NL10549;NL10620;NL10631;NL10633;NL10636;NL10639;NL10641;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704
NO2;uur;µg/m³;20100804 21:00;20100804 22:00;45.2;15.8;19.5;28.4;16.4;40.4;30.4;41.8;12.6;7.7;5.7;15.26;12.57;9.96;20.06;;19.76;21.09;11.68;52.3;50.78;14.63;21.99;6.68;32.3;5.17;6.08;;8.79;13.99;10.35;13.69;11.24;;2.59;32.07;34.07;21.86;22.46;4.48;50.68;18.91;20.51;14.5;15.74;;5.74;35.4;41.34;29.75;16.67;9.4;32.27;29.77;17.72;;8.56;10.05;0.79;43.49;8.76;54;20;36;27;13;31;13;47;17;11;17;6;14;5;;13;14;26
NO2;uur;µg/m³;20100804 22:00;20100804 23:00;49.9;17.6;19;23;15.4;33.7;22.8;33.4;10.9;6.4;6.5;13.98;13.36;10.01;14.68;;20.02;14.22;12.82;35.55;32.78;11.36;21.24;14.84;18.99;4.9;6.54;;9.44;15.37;13.03;27.67;12.55;;2.89;29.86;25.1;22.85;20.84;4.17;54.34;17.16;17.38;14.98;7.3;;4.7;20.43;26.14;28.84;17.01;7.56;33.27;32.23;17.57;;7.04;12.89;0.18;34.57;10.84;54;19;39;37;14;33;15;46;13;9;19;4;21;4;;14;13;25
NO2;uur;µg/m³;20100804 23:00;20100805 00:00;39.3;12.9;17.1;20.9;9;29.4;23.6;30.2;8.1;6.2;4.2;14.7;14.35;9.34;13.71;;18.97;8.86;10.36;25.71;18.08;12.53;23.9;19.34;12.64;2.75;5.23;;4.51;15.47;6.51;26.61;19.43;;3.22;20.54;19.86;18.56;13.89;3.84;51.99;15.84;16.63;13.33;5.49;;7.23;22.33;17.01;27.99;17.2;7.64;22.97;21.06;18.13;;3.97;12.59;0.12;19.77;3.23;46;18;38;33;12;30;17;39;24;9;31;3;11;4;;7;17;12
NO2;uur;µg/m³;20100805 00:00;20100805 01:00;34.2;13.9;18.5;16;7.8;22.8;17.5;24.7;5.1;4.9;4;;;5.09;7.66;;14.39;10.86;5.27;10.53;14.22;24.07;24.71;12.92;;3.63;4.91;;5.75;7.16;8.7;12.47;;;;;15.29;7.75;8.38;3.18;26.18;10.64;12.99;13.44;5.62;;5.56;;19.43;15.27;19.52;7.48;12.37;10.94;16.86;;10.37;9.62;1.52;12.91;4.48;33;16;27;14;14;25;23;17;19;13;17;3;10;5;;4;21;4
NO2;uur;µg/m³;20100805 01:00;20100805 02:00;45.3;10.9;17.8;12.3;7.6;22.9;22;22.6;6.1;5.2;4.4;5.65;8.41;4.33;3.49;;13.84;13.13;5.21;11.51;12.23;28.18;12.74;11.69;;2.2;4.85;;5.56;10.08;7.89;9.04;11.15;;2.83;;14.42;7.75;5.45;3.02;35.49;15.82;12.88;14.08;6.18;;6.63;;13.8;19.56;21.22;6.78;11.44;10.02;11.06;;5.77;9.75;1.88;12.78;4.3;31;10;30;20;20;32;30;27;18;11;7;2;10;14;;3;14;5
NO2;uur;µg/m³;20100805 02:00;20100805 03:00;48.9;10;18.9;12.3;7.2;29.7;16.5;22.4;6;5.1;4.5;6.25;7.64;6.92;8.93;;13.5;15.16;6.25;12.89;15.01;17.01;12.91;12.28;11.81;2.23;4.45;;6.08;9.51;8.07;11.39;13.15;;2.62;6.18;15.03;6.73;6.84;2.77;26.3;18.07;12.19;11.55;6.99;;8.03;40.96;9.8;22.29;19.69;7.88;11.36;9.42;9.94;;5.13;9.08;1.99;10.73;2.03;35;8;27;19;17;29;22;30;20;7;6;3;8;4;;3;7;6
NO2;uur;µg/m³;20100805 03:00;20100805 04:00;46.5;12.1;25;13;6.5;48.2;39.7;30.5;8.7;5.9;5.6;5.98;7.28;5.75;7.47;;14.85;16.16;6.13;13.58;18.52;15.67;18.32;6.5;12.05;4.2;3.59;;9.25;11.09;13.9;11.3;13.87;;3.28;8.67;26.01;21.61;6.75;3.04;18.02;22.63;17.41;14.58;8.71;;7.45;23.28;13.56;24.61;16.06;9.71;12.97;11.46;11.28;;6.85;6.54;2.64;12.25;1.66;38;15;27;32;10;20;18;30;15;5;9;3;21;6;;5;8;8
NO2;uur;µg/m³;20100805 04:00;20100805 05:00;43.6;22;41.6;45.3;12.4;71.2;64.4;72.6;16.4;7;6.1;7.14;8.62;6.13;13.21;;15.72;13.36;7.04;17.91;21.01;28.89;15.38;9.32;11.54;6.85;3.9;;18.09;13.93;32.73;16.81;20.29;;4.09;14.98;70.28;27.1;8.76;5.32;27.52;29.71;17.53;17.64;13.88;;10.83;17.72;29.74;52.68;17.95;9.56;20.72;17.52;12.65;;6.68;3.9;2.11;16.27;4.27;56;23;43;36;10;19;14;58;15;11;21;3;32;11;;10;17;13
NO2;uur;µg/m³;20100805 05:00;20100805 06:00;51.9;31;44.8;63.4;39.5;85.9;80.4;90.9;34.8;13;8.1;11.41;9.54;7.4;18.88;;13.95;11.57;11.21;22.46;27.66;42.52;17.25;13.57;10.32;5.39;4.23;;11.71;27.59;43.03;20.46;32.3;;3.5;22.41;88.01;23.32;23.76;8.76;72.12;24.48;25.94;21.33;31.61;;12.88;42.69;63.63;79.53;16.87;11.49;34.94;22.72;13.34;;6.2;2.2;2.86;36.12;5.67;67;42;73;55;21;53;26;74;34;25;9;3;28;6;;16;35;22
NO2;uur;µg/m³;20100805 06:00;20100805 07:00;38.6;34.7;43.2;60.9;38.5;80.1;73;68.6;36;13;7.6;14.23;9.64;10.87;33.74;;14.58;11.54;11.25;23.57;32.06;46.08;16.47;15.13;9.37;6.4;6.27;;18.64;41.46;33.58;17.29;34.5;;2.48;26.88;71.77;43.56;37.59;18.92;97.71;20.83;21.66;28.37;20.42;;15.95;51.58;74.07;63.42;12.99;10.85;42.51;26.03;14.13;;4.82;2.2;3.86;59.88;15.74;76;42;59;63;35;61;37;67;44;23;14;2;20;11;;13;9;16
NO2;uur;µg/m³;20100805 07:00;20100805 08:00;31.8;35.6;34;45.7;22.4;63.2;48.6;55.6;24.9;12;5;11.37;7.48;12.04;;;11.63;8.14;22.51;24.16;37.39;48.69;26.05;11.43;9.12;8.43;11.35;;14.93;25.59;31.42;16.3;26.19;;2.67;30.01;50.9;24.69;44.67;5.84;72.15;32.15;23.06;24.16;16.06;;10.81;40.4;43.33;54.91;11.14;11.71;37.63;20.52;11.64;;3.25;1.9;4.11;41.29;10.04;66;21;72;45;32;65;39;71;42;11;9;4;27;12;;7;10;23
NO2;uur;µg/m³;20100805 08:00;20100805 09:00;26.1;16.9;23.6;41.2;16.3;53.8;38.4;42;14.2;10.8;7.3;7.47;4.16;11.92;32.09;;12.33;8.43;8.89;20.95;20.44;26.46;14.86;8.4;6.25;7.1;8.92;;8.28;18.67;19;13.87;13.23;;2.02;27.04;34.15;29.25;33.41;3.7;71.41;32.48;26.71;20.84;15.19;;5.7;32.55;30.17;65.21;6.73;7.94;23.88;12.57;9.66;;2.04;1.3;2.56;32.51;4.91;85;19;67;53;29;78;36;67;31;7;9;2;13;9;;5;7;19
NO2;uur;µg/m³;20100805 09:00;20100805 10:00;23.4;16.2;17.8;29.9;11.1;50.2;32.5;33;8.4;8;5.6;4.94;6.99;8.78;32.22;;10.06;14.48;12.06;28.94;23.67;21.81;15.74;8.13;6.04;4.51;6.92;11.09;7.48;13.02;21;13.12;10.45;;1.98;21.25;25.88;20.28;24.91;1.55;40.79;31.27;28.12;15.5;3.14;;3;25.77;19.97;39.15;7.92;10.55;28.83;11.8;10.13;;1.67;1.72;1.1;28.7;2.84;43;14;53;31;22;45;31;36;22;4;6;3;8;23;;5;5;6
NO2;uur;µg/m³;20100805 10:00;20100805 11:00;22.2;18.1;13.5;25.4;8.2;34.3;28.2;30.3;7.2;8.5;5.2;7.12;8.55;7.19;29.45;;8.38;11.05;8.14;24.3;23.04;25.47;15.72;10.25;;4.08;5.24;11.08;4.92;9.78;17.27;12.18;7.96;;3.65;17.47;25.74;13.5;23.11;1.39;39.68;30.65;21.53;11.48;3.83;;2.35;24.05;12.93;40.2;6.47;8.45;24.9;10.89;9.19;;0.5;0.16;0.96;23.21;1.01;42;9;37;28;17;36;22;32;21;4;9;4;8;28;;2;5;6
NO2;uur;µg/m³;20100805 11:00;20100805 12:00;22.1;16.8;13.9;27.6;8.3;38.3;31.6;31.2;7.3;11.6;5.4;10.71;5.71;7.12;40.39;;6.75;8.69;9.1;28.7;33.38;27.3;13.78;6.27;;4.95;3.45;11.74;6.07;8.98;17.29;14.77;7.13;;4.14;26.24;21.94;10.4;25.23;1.26;23.6;28.24;21.42;19.23;3.72;;3.3;13.22;11.84;39.56;5.03;4.54;29.06;18.61;10.96;;2.11;0.05;1.09;33.99;1.53;39;5;36;26;12;33;18;31;11;4;9;5;9;11;;2;6;9
NO2;uur;µg/m³;20100805 12:00;20100805 13:00;32.8;22.6;19;31.9;10.5;40.9;32.4;35.4;7.8;15.8;6.3;9.87;5.36;5.56;26.4;;11.49;11.67;6.01;29.87;22.9;29.09;14.67;3.15;;4.39;4.76;10.95;6.09;11.01;18.47;14.33;8.5;;4.39;23.35;31.82;17.6;21.67;1.91;21.57;23.82;19.71;18.61;4.48;;3.41;16.64;12.79;39.85;8.23;5.27;32.56;17.32;8.53;;3.06;-0.09;0.67;20;2.07;39;11;33;28;8;33;23;17;12;4;13;5;9;11;;3;5;20
NO2;uur;µg/m³;20100805 13:00;20100805 14:00;37;27.8;24.4;43.7;13.6;57.6;35.7;40.8;8.9;11.6;5.7;9.42;12.3;3.19;27.66;;8.75;6.18;4.16;33.74;22.94;25.33;11.83;5.35;;3.02;3.38;11.19;5.9;14.28;20.09;6.66;14.14;;3.07;24.35;33.23;19.38;22.49;2.3;16.73;18.73;15.89;19.6;4.87;;3.25;15.82;16.27;40.97;12.22;11.18;54.32;16.67;9;;3.7;-0.1;0.52;25.72;2.67;27;16;23;24;8;20;;;7;;8;4;9;17;;4;4;11
NO2;uur;µg/m³;20100805 14:00;20100805 15:00;33;30.8;26.4;45.9;;56.3;32;40.3;8;19.2;5.8;8.05;7.47;9.34;31.97;;11;10.16;3.94;38.24;27.57;12.7;7.98;6.76;;3.97;3.39;12.05;4.99;14.42;21.98;3;11.41;;2.34;25.62;31.88;13.64;23.57;1.45;21.12;13.64;13.5;14.55;3.45;;3.2;16.25;10.45;35.56;6.92;4.76;;23.41;10.94;;3.36;0.25;0.7;23.7;2.05;32;9;23;25;8;24;10;15;7;4;11;5;7;20;;9;4;7
NO2;uur;µg/m³;20100805 15:00;20100805 16:00;35.2;26.9;18.5;41.2;12.8;58.5;33.5;38.3;8.1;12.6;5.3;8.56;13.72;7.19;35.05;;8.05;12.12;3.14;42.39;42.7;15.29;5.2;4.39;;2.04;2.79;10.7;5.55;11.22;18.65;3.05;18.87;;3.25;17.39;30.35;13.83;22.53;1.96;22.89;17.55;10.15;7.47;4;;3.56;17.38;11.1;33.4;6.44;6.27;40.41;20.19;9.43;;3.12;0.17;0.99;15.58;0.21;35;9;22;17;8;21;10;16;7;4;16;5;8;4;;4;5;6
NO2;uur;µg/m³;20100805 16:00;20100805 17:00;31.5;26.1;22.3;36.9;12.1;43.5;33.3;39.5;6.6;8.7;6.6;11.49;8.48;4.94;33.87;;11.95;10.3;2.26;43.12;58.42;7.68;4.93;3.6;;3.39;2.8;9.69;3.6;9.57;16.07;2.4;15.64;;2.29;28.85;32.99;16.46;29.18;1.76;22.5;19.37;9.22;6.85;5.1;;3.43;19.07;17.41;34.57;4.33;13.46;89.27;31.46;9.78;;3.07;0.14;0.96;14.57;-0.02;34;11;22;17;9;21;10;17;;4;;;8;;;4;4;8
NO2;uur;µg/m³;20100805 17:00;20100805 18:00;27;23.2;18.5;32.2;10.3;46;24.9;34.8;6.3;16.2;18.5;11.6;5.54;9.96;36.33;;10.23;7.59;2.49;;24.71;7.49;5.7;3.5;;2.45;4.01;10.06;3.05;7.63;17.14;2.35;12.98;;2.64;25.11;26.94;10.45;25.39;3.18;23.28;20.36;9.95;8.82;3.53;;2.8;15.1;12.18;35.31;4.38;12.12;47.27;24.08;8.07;;3.18;1.54;0.77;10.49;-0.34;30;8;21;14;7;25;8;19;6;3;8;4;7;22;;4;4;11
NO2;uur;µg/m³;20100805 18:00;20100805 19:00;32.3;;26.2;46.5;14.4;42.3;30.3;36.6;11.2;26.6;10;12.26;9.38;14.8;35.76;;9.87;11.22;2.47;;27.79;7.33;4.72;4.13;;2.65;3.2;11.53;5.74;9.52;21.2;2.87;10.55;;2.33;32.69;27.33;15.41;23.79;2.17;25.94;14.1;9.98;7.6;3.89;;3.4;18.48;10.83;31.62;8.29;11.18;29.2;16.44;9.87;;3.59;1.7;0.75;11.23;-0.12;42;13;21;16;9;24;9;19;7;3;9;3;8;2;;8;3;9
NO2;uur;µg/m³;20100805 19:00;20100805 20:00;42.6;;30.2;57.2;22.3;56.6;28.6;44.4;18.2;34.1;20.6;13.78;5.43;10.64;31.49;;13.01;8.62;4.49;;35.29;8.59;6.28;5.17;;2.47;4.58;17.31;7.81;14.7;22.56;5.05;19.54;;6.46;45.96;36.25;13.13;24.58;5.08;27.37;15.03;12.89;11.11;3.92;;5.74;23.96;16.79;31.63;9.16;9.52;30.45;17.22;13.21;;3.28;1.86;1.1;8.43;0.65;32;8;24;21;8;26;8;16;6;3;15;6;7;5;;7;5;13
NO2;uur;µg/m³;20100805 20:00;20100805 21:00;58.3;;41.6;67.4;22.5;72.7;50.1;70.6;35.4;42.1;38.2;15.15;9.42;10.29;36.31;;17.55;13.76;7.19;43.95;41.93;15.83;7.52;8.2;;4.54;8.65;19.7;18.85;25.51;34.63;18.16;25.57;;5.29;47.83;67.59;16.67;22.27;4.67;33.42;18.83;13.56;11.94;7.51;;9.69;39.05;19.93;52.49;14.22;9.97;31.95;18.9;12.51;;7.15;1.65;1.39;13.99;4.31;57;12;38;27;13;;13;41;10;10;20;4;26;23;;10;12;8
NO2;uur;µg/m³;20100805 21:00;20100805 22:00;58.4;;38.1;60.6;47.1;;76;92;36.4;52.7;29.4;15.31;8.69;13.73;39.94;;21.43;17.14;9.36;40.8;51.97;46.68;12.97;16.13;;5.76;6.72;33.68;39.39;41.78;39.11;20.13;40.87;;7.02;46.34;94.64;19.35;32.48;6.74;74.31;50.95;28.26;15.05;21.03;;13.61;56.39;50.24;63.84;14.29;9.83;31.19;22.12;11.89;;6.49;2.27;2.17;24.6;7.27;81;17;43;;19;39;21;55;20;15;18;4;32;6;;16;18;19
NO2;uur;µg/m³;20100805 22:00;20100805 23:00;48.1;;27.9;48.7;46.6;;66.4;60.1;31.1;56.2;29.6;15.29;10;15.69;39.37;;18.92;20.35;16.48;37.7;56.35;58.67;27.24;15.76;;4.46;8.1;39.08;36.75;53.13;37.8;11.64;43.47;;13.8;64.52;61.91;18.83;39.49;6.88;76.14;59.28;19.32;22;22.11;;15.11;59.99;74.85;67.36;13.29;11.87;40.75;35.74;11.04;;8.26;2.47;2.75;36.89;6.5;;18;57;50;19;57;23;70;27;18;16;4;26;11;;16;19;37
NO2;uur;µg/m³;20100805 23:00;20100806 00:00;35.5;;39.8;45.5;33.5;;64.1;78.4;41.2;43.2;28.1;15.63;10.14;14.88;33.68;;17.62;16.45;17.03;36.02;48.65;61.87;;20.37;;8.53;10.39;55.51;41.76;61.66;31.68;7.27;41.64;;18.67;76.46;78.33;22.12;36.86;11.44;86.3;45.88;18.75;29.44;26.13;;18.96;59.25;74.23;74.39;13.5;15.08;39.92;40.37;13.25;;7.78;2.65;3;24.64;7.12;62;22;71;57;25;61;31;54;42;20;32;5;38;15;;17;36;22
NO2;uur;µg/m³;20100806 00:00;20100806 01:00;46.2;;61.1;44.2;35.8;;62.3;71.8;43.6;38.3;22.5;15.82;11.65;14.4;23.03;;20.75;15.73;;35.06;39.21;39.46;35.36;29.64;;21.9;13.59;60.86;43.74;56.66;46.76;6.24;34.57;;19.4;69.38;72.05;44.04;23.63;9.97;63.98;34.97;26.14;25.5;38.22;;27.04;;58.82;63.74;14.25;13.73;;36.67;7.58;;6.74;7.51;3.49;17.29;10.1;68;34;68;61;35;59;52;53;37;29;24;8;65;18;;27;29;40
NO2;uur;µg/m³;20100806 01:00;20100806 02:00;44.2;;49.7;;41.3;;58.4;69.8;51.3;41.3;30.1;15.88;17.19;13.07;21.43;;18.27;14.73;19.4;33.07;39.92;41.53;16.1;27.03;20.88;17.91;15.56;61.46;28.73;61.47;45.47;7.85;29.98;;17.47;69.4;66.92;51.33;18.42;11.44;50.42;34.18;28.01;20.16;43.43;;28.34;;48.05;56.4;17.21;11.15;;29.62;6.31;;7.1;6.19;3.33;16.05;8.96;64;37;59;56;38;33;36;57;26;33;9;7;54;36;;;24;65
NO2;uur;µg/m³;20100806 02:00;20100806 03:00;25.8;;27.2;;30;;60.1;68.7;50.9;35.2;43.2;16.95;23.86;10.58;16.45;;19.11;13.38;25.08;28.8;34.72;40.98;15.01;17.45;15.25;12.35;18.65;60.52;33.21;53.88;41.24;14.46;25.56;;17.69;63.96;63.62;33.78;23.11;9.15;40.59;29.22;28.12;22.41;37.66;;25.78;38.65;43.15;60.71;12.82;9.73;;20.64;5.86;;8.03;7.06;3.62;17.53;8.47;61;27;50;44;27;30;32;48;31;27;8;26;44;40;;47;45;68
NO2;uur;µg/m³;20100806 03:00;20100806 04:00;45;;38.1;;23.5;;49;72.6;50.2;32.7;29.5;14.3;24.44;12.5;19.98;;22.13;18.23;30.65;26.21;31.41;37.59;17.61;19.25;18.11;18.43;14.93;51.3;28.68;41.38;44.24;16;24.65;;22.75;55.04;67.39;28.06;29.82;10.66;33.19;29.69;24.45;17.31;35.03;;30.02;41.14;44.51;59.33;11.25;10.28;;18.34;5.04;;6.16;6.85;3.95;13.05;9.14;47;23;45;37;22;24;25;48;36;28;17;38;41;31;;52;47;67
NO2;uur;µg/m³;20100806 04:00;20100806 05:00;;;45.2;;33.3;;;;;;;14.98;19.88;15.67;29.43;;23.35;18.37;25.53;35.18;37.41;37.52;24.24;30.51;21.54;20.92;13.07;47.84;26.87;37.2;47.79;16.73;22.18;;24.15;56;73.9;31.14;28.42;19.82;49.12;32.12;23.33;17.75;29.81;;31.69;42.68;41.21;61.79;11.52;14.39;;21.31;5.65;;10.54;7.84;4.73;26.14;9.16;61;28;57;43;22;29;31;57;33;25;18;43;51;38;;53;47;57
NO2;uur;µg/m³;20100806 05:00;20100806 06:00;74.3;;43.5;;39.9;;72.8;72;52.1;43.2;35.2;14.77;20.65;18.56;29.51;;24.42;18.23;23.11;38;43.4;40.88;32.67;43.09;18.58;20.84;16.92;50.11;32.68;42.75;47.05;22.35;30.46;;34.01;56.17;67.85;43.73;43.81;37.54;52.96;35.28;27.81;20.65;31.33;;30.44;42.32;46.38;57.7;12;14.39;;26.45;4.58;;9.61;7.76;5.05;45.32;12.4;86;35;72;63;26;38;38;57;38;39;23;50;46;35;;56;46;60
NO2;uur;µg/m³;20100806 06:00;20100806 07:00;62.6;;41.4;;38.4;;64.8;61.2;48.9;38.7;36.5;15.21;19.47;14.76;39.58;;20.52;23.69;23.54;43.58;52.69;43.29;37.32;39.45;25.68;26.87;14.83;46.26;42.93;41.24;42.98;25.4;36.64;;31.1;75.09;60.6;51.89;48.37;35.06;65.44;35.69;31.86;29.68;33.89;;22.27;47.15;49.14;43.38;12.99;14.79;;28.53;7.34;;12.97;6.67;4.97;46.16;11.55;84;45;96;77;34;46;48;65;36;44;24;46;50;38;;54;55;82
NO2;uur;µg/m³;20100806 07:00;20100806 08:00;54.1;;31.1;;33.6;;59.9;58.9;41.7;34.5;32.8;17.57;18.08;13.86;39.8;;18.91;18.35;;43.52;50.8;45.13;37.74;36.44;21.17;23.59;14.29;43.28;44.41;35.6;47.08;27.45;37.77;;37.81;46.91;55.77;50.33;54.03;30.3;68.13;40.17;39.37;33.31;33.48;;24.42;55.12;55.78;50.72;18.47;16.71;;25.22;14;;7.7;7.92;4.75;47.22;10.86;88;42;87;72;43;51;44;71;38;45;24;42;46;30;;50;48;77
NO2;uur;µg/m³;20100806 08:00;20100806 09:00;48.9;;23.7;;28.4;;53.1;61.2;33.6;25.5;25.2;26.83;19.87;10.4;33.54;;16.84;11.15;;32.15;39.19;40.35;27.56;33.88;10.83;18.41;13.63;38.78;35.98;32.69;50.42;24.86;36.63;;32.11;40.33;60.58;40.34;45.15;20.97;57.11;40.73;36.37;26.66;29.37;;22.48;;43.27;42.77;14.56;23.33;;20.19;8.96;;7.88;5.25;3.46;34.68;8.47;80;27;72;61;33;45;33;56;27;36;26;43;39;29;;42;30;58
NO2;uur;µg/m³;20100806 09:00;20100806 10:00;52.9;;19.4;;20.2;;44.2;50.6;24.8;23.6;23.5;18.59;11.16;8.12;31.05;;11.59;9.75;;22.9;26.57;32.48;26.05;22.11;5.45;18.43;13.4;27.79;21.96;21.8;39.16;21.9;31.48;;24.26;33.75;42.65;34.63;38.06;10.33;55.16;35.27;33.87;20.36;22.94;;20.87;;29.36;46.22;14.11;18.54;;15.12;8.06;;7.88;2.51;3.44;28.37;3.81;96;18;65;51;20;42;25;54;19;25;17;30;27;18;;30;20;37
NO2;uur;µg/m³;20100806 10:00;20100806 11:00;59.1;14.2;16.4;;13.3;;41.4;40.2;18.3;21.1;21.1;13.17;7.1;12.69;27.68;;9.04;11.14;;27.21;22.48;32.62;24.39;16.15;3.34;14.35;10.81;18.36;16.9;17.37;34.08;14.13;26.2;;22.57;29.46;40.23;30.45;38.27;13.04;47.68;22.55;26.7;13.91;17.9;;15.23;;23.04;32.67;13.67;12.04;;9.62;6.38;;7.91;1.54;2.56;27.17;2.81;61;16;59;51;15;39;21;53;14;18;25;27;26;17;;20;16;29
NO2;uur;µg/m³;20100806 11:00;20100806 12:00;60.9;11.5;14.6;;8.7;;37.1;38.3;16.2;33.2;15.5;9.57;5.4;11.01;29.69;;6.61;9.45;;21.18;27.77;18.42;16.14;6.31;3.52;11.61;9.67;16.8;14.58;12.32;33.49;6.25;13.23;;23.12;47.79;35.32;28.2;59.73;15.65;47.24;24.53;18.48;12.12;13.31;;11.18;;23.65;34.32;9.41;6.57;;8.16;6.45;;6.49;1.41;2.1;32.84;3.34;72;15;63;58;15;47;21;60;11;16;22;20;19;14;;24;23;31
NO2;uur;µg/m³;20100806 12:00;20100806 13:00;76.2;16.6;19.2;;8.8;;53.7;39.8;19.2;28.2;28.3;9.59;4.78;8.06;28.52;;8.45;7.73;;30.15;28.74;16.64;11.32;6.84;4.63;10.06;7.24;17.12;16.72;24.75;38.26;5.95;7.8;;13.14;46.96;32.53;43.64;49.37;12.4;78.86;18.21;17.13;10.92;15.34;;8.7;26.92;27.83;40.84;6.44;5.16;;6.64;5.13;;3.93;1.43;2.16;22.06;3.63;83;20;69;61;22;55;27;75;14;19;17;15;28;20;;21;26;31
NO2;uur;µg/m³;20100806 13:00;20100806 14:00;70.4;15.4;16.9;;11.1;;48.5;53.9;19.1;29;26.2;9.98;4.85;7.05;32.31;;7.65;7.51;15.73;36.32;21.89;19.74;10.65;8.38;3.94;8.31;6.95;10.83;12.45;28.48;33.35;6.64;8.17;;10.22;41.39;52.04;39.84;29.53;12.37;70.85;19.13;14.5;11.26;14.89;;9.67;25.26;25.26;73.44;4.66;5.01;;6.14;7.82;;4.21;1.73;2.82;32.32;3.9;73;24;58;64;32;53;34;60;25;16;15;13;22;13;;17;15;24
NO2;uur;µg/m³;20100806 14:00;20100806 15:00;68.7;11.6;16.1;;9.9;;48.5;44.7;20.4;24.4;23.6;7.9;4.55;5.5;32.22;;6.52;6.02;12.73;33.78;34.56;18.55;11.27;23.23;5.83;7.6;6.72;5.25;13.42;15.1;36.67;10.14;8.55;;6.16;38.21;39.18;39.32;23.37;10.91;61.35;26.81;14.98;13.48;10.61;;14.22;25.68;29.43;65.09;4.03;4.85;;7.4;10.83;;4.69;1.71;2.54;31.03;3.71;73;25;66;54;25;49;32;51;22;9;22;13;15;8;;7;8;13
NO2;uur;µg/m³;20100806 15:00;20100806 16:00;77.8;12.7;14.6;;10.6;;48;41.3;15.7;24.6;33;7.9;4.84;5.96;31.28;;5.25;4.43;9.68;39.62;24.79;16.7;12.84;9.82;2.91;6.61;5.27;9.4;11.37;10.96;27.06;9.66;13.03;;1.86;38.68;31.6;26.09;30.8;6.64;60.34;23.59;16.54;13.17;10.66;;11.22;32.75;38.18;62.11;4.66;6.31;;6.54;6.61;3.95;6.02;1.56;2.19;34.24;3;70;20;48;42;14;38;24;50;20;7;14;9;12;6;;6;8;10
NO2;uur;µg/m³;20100806 16:00;20100806 17:00;68.2;13.4;16;;12.8;;44.8;42.9;13.7;23.2;34.8;9.51;4.83;8.52;34.63;;6.85;5.14;9.59;34.72;26.69;13.1;10.69;12.68;3.56;8.21;8.26;12.53;15;13.77;20.2;8.32;13.24;;3;36.84;33.62;28.53;34.88;4.37;67.22;25.92;19.2;11.23;10.75;;9.4;31.05;33.68;66.07;3.59;5.85;;5.8;7.73;4.32;8.9;1.78;1.94;32.2;3.2;63;21;36;46;13;48;20;43;18;6;11;9;10;4;;4;7;11
NO2;uur;µg/m³;20100806 17:00;20100806 18:00;62.8;15.9;15.4;;14.2;;47.6;39.3;17.5;19.3;42.7;11.07;5.26;9.91;31.5;;9.39;5.08;11.48;38.91;20.53;11.47;12.22;13.67;3.83;9.17;15.55;9.6;28.57;16.16;24.1;11.06;12.99;;2.21;39.71;33.73;27.83;39.22;4.46;57.04;21.45;17.1;13.4;10.41;;10.6;25.12;32.11;44.2;4.89;8.77;;8.47;7.02;4.52;9.99;1.97;2.34;31.48;3.52;58;19;42;36;13;32;22;28;16;8;9;10;;6;;5;10;14
NO2;uur;µg/m³;20100806 18:00;20100806 19:00;73.7;24.5;22.6;;17.9;;57.3;57.2;30.5;27.1;50.9;10.25;5.77;10.24;44.5;;14.26;5.88;12.66;37.02;27.21;11.39;15.12;10.52;6.92;7.46;17.44;20.49;42.93;16.1;24.98;13.29;14.61;;5.05;46.26;52.01;19.69;27.69;5.03;65.21;21.35;14.64;13.28;13.9;;13.52;27.79;37.71;60.7;9.61;9.61;;10.69;16.68;9.38;14.46;2.97;2.5;43.61;4.32;73;20;74;51;17;35;30;63;18;12;10;9;17;7;;9;12;20
NO2;uur;µg/m³;20100806 19:00;20100806 20:00;66.2;27.7;65.6;;54.4;;57.6;80.6;37.8;34.3;54.1;13.48;7.57;11.46;44.14;;21.95;12.6;21.29;60.33;37.58;21.29;16.92;18.04;15.27;3.11;16.43;22.15;52.42;38.94;29.33;22.02;23.03;;13.94;54.37;75.83;25.3;25.42;10.99;85.48;33.13;29.23;22.08;21.43;;13.81;45.7;44.68;33.7;11.64;11.12;;18.63;15.8;18.41;14.04;5.55;4.45;47.37;7.66;66;26;67;45;;43;36;70;26;17;11;8;18;9;;10;17;19
