Export;EXP-2023-01 (20230707 08:36);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10136;NL10137;NL10227;NL10230;NL10235;NL10236;NL10237;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10442;NL10444;NL10445;NL10448;NL10520;NL10537;NL10538;NL10544;NL10547;NL10548;NL10549;NL10620;NL10631;NL10633;NL10636;NL10639;NL10641;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704
NO2;uur;µg/m³;20111105 13:00;20111105 14:00;65.3;38.7;41.7;56.4;39.7;39.1;43.3;62.3;48.3;53.1;59;22.14;23.56;15.8;27.6;25.73;28.56;26.42;26.89;50.38;41.64;25.71;27.65;24.17;27.12;;34.16;38.29;32.75;42.85;48.08;28.8;28.35;24.23;43.81;59.73;34.73;61.53;16.07;40.23;38.49;35.87;27.73;25.89;19.57;25.43;;56.31;27.8;;22.07;22.2;35.99;28.94;25.9;19.87;18.8;20.33;12.64;25.58;11.48;44;;73;38;43;55;40;43;30;39;44;33;36;40;;29;38;33
NO2;uur;µg/m³;20111105 14:00;20111105 15:00;75.3;39.1;41.8;60.6;43.6;52.2;58.7;65.2;46.1;49.5;51.9;22.74;23.46;16.04;24.44;19.97;30.96;24.83;27.32;54.77;37.23;25.32;30.18;28.91;26.26;;42.34;41.79;42.7;46.47;49.06;31.14;32.67;25.45;47.12;63.8;45.92;52.93;19.62;42.94;35.69;34.37;29.02;27.34;21.31;25.9;;52.82;24.82;;27.98;30.12;38.72;31.83;24.74;20.63;22.27;19.21;13.38;26.44;12.37;75;;72;56;45;48;41;49;31;51;47;28;39;41;29;23;47;30
NO2;uur;µg/m³;20111105 15:00;20111105 16:00;66.4;47.1;50.6;67.2;50.8;41.8;57.3;67;53.7;53.4;42.3;25.87;26.97;24.43;41.31;38.67;33.74;29.27;28.06;57.84;44.55;30.94;35.32;31.56;31.7;;43.81;50.45;45.64;55.02;54.96;31.58;37.03;33.28;59.17;67.88;44.41;66.76;19.37;51.09;37.93;44.44;28.49;27.08;22.96;27.56;;67.63;46.06;;33.71;33.73;37.26;33.4;26.06;21.85;21.06;19.71;14.29;34.36;14.24;84;;81;68;45;60;50;60;34;44;40;23;47;32;46;33;43;34
NO2;uur;µg/m³;20111105 16:00;20111105 17:00;76;50;57;61;51;41.2;47.2;63.8;64.6;59.3;46.6;27.54;30.59;25.92;54.61;51.99;41.2;32.88;29.57;59.71;57.93;36.75;38.23;39.34;43.02;;45.9;52.88;53.28;51.49;59.82;28.78;43.65;36.48;57.8;69.41;43.47;59.45;20.83;52.81;56.51;48.34;33.47;28.9;21.7;30.76;;78.83;57.85;;34.76;39.68;45.75;42.69;37.47;26.1;22.63;22.03;16.21;44.54;18.22;106;;79;58;42;62;52;63;43;47;52;23;54;38;43;37;41;38
NO2;uur;µg/m³;20111105 17:00;20111105 18:00;73.2;50.8;58;71.7;50.5;50;44.6;87.1;58.5;57.4;65.3;31.13;33.16;19.43;53.82;50.12;42.01;32.53;24.23;68.94;80.08;45.86;38.29;38.08;45.26;;35.13;60.66;49.26;54.51;62.27;31.12;41.28;38.12;69.62;82.74;47.71;53.38;20.99;68.63;59.46;54.14;37.26;29.98;23.9;31;;81.32;70.34;;39.92;33.66;62.7;43.76;30.81;28.49;26.45;25.59;19.76;42.02;22.83;108;;82;66;38;64;56;79;43;49;40;25;56;39;44;40;32;38
NO2;uur;µg/m³;20111105 18:00;20111105 19:00;77.4;52.8;50;74.2;54.6;59.6;46.3;83.5;54.6;55.6;58.7;29.74;25.97;12.59;52.45;50.23;38.22;25.73;21.83;74.04;83.34;41.02;44.45;42.31;39.51;;40.61;64.09;41.88;61.34;63.99;34.87;48.75;32.67;74.28;87.79;47.86;66.4;23.37;94.84;44.8;50.92;33.14;15.91;23.36;37.83;;92.3;65.7;;35.71;29.04;78.56;48.92;30.17;27.73;27.99;24.53;20.22;42.19;23.22;125;;90;78;37;82;73;98;39;39;41;22;70;43;49;38;21;37
NO2;uur;µg/m³;20111105 19:00;20111105 20:00;75.6;55.1;45.3;79.1;55.5;59.6;49;91.6;59.9;58.5;54.2;24.77;23.5;14.97;57.66;56.08;22.51;24.1;23.71;57.98;73.09;45.61;32.36;33.22;33.99;;38.74;62.57;44.22;64.4;53.53;25.67;51.06;27.46;81.03;91.3;42.67;75.35;22.43;110.27;35.05;49.74;26.84;19.68;19.07;26.8;;102.29;57.29;;32.5;20.71;75.96;52.05;28.55;28.01;26.41;23.31;19.51;42.88;27.55;95;;102;77;38;110;84;94;32;42;44;22;67;35;50;41;17;35
NO2;uur;µg/m³;20111105 20:00;20111105 21:00;68.2;50.6;51;79.7;59.4;51.7;43.6;80.9;61.4;71.2;47.8;21.14;23.81;20;46.68;49.91;19.18;23.48;19.31;53.51;72.33;44.78;38.8;29.61;28.78;;41.98;60.67;77;65.05;48.83;30.48;41.06;25.73;83.93;90.64;54.27;69.83;19.74;106.47;34.41;36.67;23.98;8.49;14.37;24.47;;112.79;64.99;;27.17;19.44;74.67;56.7;27.1;27.27;24.11;23.05;20.5;42.93;27.06;93;;95;77;42;111;88;95;30;;40;18;50;36;48;34;14;34
NO2;uur;µg/m³;20111105 21:00;20111105 22:00;70;43.1;51.5;68.9;66.4;76.5;50.7;85.6;67;67;42.2;19.31;21.74;16.74;43.33;45.85;22.85;21.23;14.68;60.14;70.64;49.05;34.52;23.56;24.67;;38.26;52.75;72.3;79.32;46.45;30.42;53.03;26.46;68.09;90.48;50.16;57.49;23.15;101.22;28.61;39.13;26.31;10.41;12.72;21.32;;91.83;58.81;;22.96;15.78;66.97;46.64;26.1;25.3;25.09;23.17;20.74;37.31;23.18;114;;82;73;43;99;90;91;31;31;43;17;57;43;50;33;14;29
NO2;uur;µg/m³;20111105 22:00;20111105 23:00;69.1;54.6;57.5;85.9;73.6;70.8;79.1;100.7;74.8;62.3;37.4;17.05;19.16;15.5;43.21;46.38;16.95;19.36;19.19;50.41;62.31;43.38;35.45;35.66;28.94;;40.14;41.04;51.95;95.51;59.26;29.36;52.28;26.77;56.31;96.04;51.49;40.77;19.56;71.28;32.2;33.81;23.16;23.14;16.99;42.53;;84.99;47.85;;21.33;14.47;59.23;41.5;23.93;25.61;26.52;23.13;19.61;38.32;21.83;81;;64;65;46;72;62;66;29;35;35;23;42;30;46;26;30;31
NO2;uur;µg/m³;20111105 23:00;20111106 00:00;49.1;46.8;52.8;58.9;56.5;63.3;52.1;66.7;48.6;42;37.4;16.49;13.56;11.46;40.31;43.18;14.35;27.97;16.38;44.49;54.17;40.12;30.93;33.23;25.3;;46.66;38.64;40.57;68.04;48.37;39.36;41.93;34.41;47.41;73.05;46.94;35.66;16.2;65.89;29.87;30.68;23.4;22.89;14.53;42.25;;76.76;47.08;;19.94;12.02;52.31;41.92;18.08;24.2;24.54;19.76;21.3;42.98;23.74;71;;54;50;38;56;53;47;34;33;38;32;37;31;38;25;23;28
NO2;uur;µg/m³;20111106 00:00;20111106 01:00;44.5;40.7;42.9;45.5;42.3;50.1;35;49.5;38.9;41;36.4;11.5;12.71;10.74;38.01;38.98;14.11;26.26;20.71;39.78;35.01;34.96;39.47;40.55;;;39.89;38.24;;49.9;41.11;34.96;57.12;32.34;48.34;47.87;37.58;35.64;13.23;44.68;24.05;34;17.98;15.89;12.95;31.17;;;61.03;;15.42;10.65;55.09;30.44;15.73;21.7;22.97;8.96;18.37;29.86;21.37;56;;46;40;37;49;42;36;32;30;;;35;;38;30;22;28
NO2;uur;µg/m³;20111106 01:00;20111106 02:00;40.5;38.2;38.9;42.7;39.6;39.5;35.3;44.4;35.2;34.1;27.2;11.58;11.14;10.36;39.16;36.28;8.72;21.98;25.03;33.44;35.4;34.15;44.26;35.94;16.65;;37.75;33.01;;45.57;35.33;32.61;50.33;30.89;39.9;45.19;34.18;35.45;23.1;36.54;24.15;29.46;15.77;19.79;11.27;26.06;;;48.86;;12.56;8.45;44.14;32.61;13.88;21.59;21.08;9.4;12.79;28.82;13.97;45;;47;34;32;38;36;34;32;30;42;30;31;32;38;26;19;29
NO2;uur;µg/m³;20111106 02:00;20111106 03:00;34.6;34.4;36.2;37.3;36.6;33.3;29.9;37.2;29.9;21.8;16.8;10.39;12.94;8.74;33.56;34.31;6.62;27.2;27.39;30.45;38.19;40.76;36.03;31.45;13.39;;30.54;21.81;23.17;42.77;29.24;32.87;39.05;21.04;28.56;39.71;34.1;32.34;22.25;38.02;33.8;32.77;30.1;16.89;8.1;27.85;;;40.44;;10.42;6.85;45.7;36.85;11.43;19.58;19.76;9.58;12.08;24.89;14.98;47;;36;34;35;36;36;31;31;29;36;26;29;26;36;25;24;27
NO2;uur;µg/m³;20111106 03:00;20111106 04:00;28.9;26.8;30.8;26.1;25.4;29.4;23.4;26;20.8;16;11.2;9.37;15.04;11.55;27.45;30.04;10.76;40.03;27.95;36.54;37.59;33.02;34.84;31.18;24.16;;16.18;15.44;16.43;29.08;20.39;26.26;34.09;19.71;20.76;27.36;31.9;31.09;22.09;33.23;27.33;31.19;30.5;15.1;11.88;29.69;;;42.08;;10.33;6.54;51.37;42.53;8.8;17.94;18.36;8.28;14.35;23.43;10.88;35;;33;30;33;34;30;28;30;32;29;21;31;28;32;26;26;25
NO2;uur;µg/m³;20111106 04:00;20111106 05:00;22.9;21.1;19.5;23.7;23.6;21.2;18;23.4;15.6;20.1;9.2;9.16;24.17;10.75;25.71;30.29;23.72;34.9;24.86;39.74;39.02;29.6;26.99;21.74;38.63;;8.95;13.76;16.25;30.2;14.07;24.78;31.06;12.78;18.14;23.49;32.69;27.23;21.11;30.47;26.56;29.53;28.83;16.9;13.8;28.11;;;40.1;;9.29;11.64;42.55;40.87;7.9;18.76;17.87;8.71;12.3;22.54;10.59;31;;31;29;31;;27;28;27;31;24;16;28;26;30;31;22;24
NO2;uur;µg/m³;20111106 05:00;20111106 06:00;20.5;20.2;17.8;19.6;20.1;21.2;14.1;18.8;18.4;22;10.1;7.04;32.11;11.12;21.92;30.54;28.91;30.7;22.33;37.89;35.74;26.83;23.21;19.94;35.21;;7.13;11.02;16.34;24.58;11.94;18.77;26.11;10.86;15.68;22.68;26.83;21.32;15.56;27.91;25.61;28.43;28.57;18.5;20.08;29.02;;;37.55;;11.86;24.46;39.31;36.46;9.1;20.38;17.33;11.74;12.02;23.48;15.11;29;;29;;28;29;27;24;27;27;27;14;29;22;32;22;20;23
NO2;uur;µg/m³;20111106 06:00;20111106 07:00;17.3;21.9;18.5;18.1;17.3;18.5;14.1;17.6;17.3;22.9;8.6;7.56;30.1;11.04;21.41;27.61;30.82;28.38;15.17;33.24;31.46;25.33;25.27;18.63;31.01;;10.68;9.63;15.95;23.55;11.27;18.29;25.06;11.2;12.42;21.66;25.97;19.91;13.15;25.03;25.37;27.43;28.67;18;22.51;27.45;;;33.84;;12.83;22.3;30.88;31.6;15.12;21.48;19.77;14.1;14.26;22.5;14.3;29;;24;25;23;26;23;18;24;27;26;11;25;21;34;22;17;19
NO2;uur;µg/m³;20111106 07:00;20111106 08:00;21;20.3;16.5;18.3;16.7;20.7;13.6;19.1;17.9;19.1;6.4;7.41;27.6;11.83;20.99;28.45;28.32;26.91;12.01;33.06;29.88;22.39;24.86;20.6;29.07;;8.11;9.19;15.11;20.44;10.87;18.01;24.3;10.29;12.78;22;23.93;24.91;10.53;21.45;24.13;26.51;27.72;14.25;22.27;23.6;;;35.03;;13.56;22.47;31.29;27.17;15.56;20.5;17.06;16.87;12.72;19.02;9.63;26;;29;25;22;22;20;17;21;26;25;10;23;29;34;17;15;13
NO2;uur;µg/m³;20111106 08:00;20111106 09:00;19.5;18.8;19.9;23.4;23.5;17.5;15.2;20.5;17;15.8;6.4;11.58;23.77;24.13;28.42;34.47;29.1;23.31;13.19;28.36;27.75;17.26;20.44;16.78;25.19;;13.64;9.22;14.08;29.9;12.04;17.16;19.9;11.06;17.39;24.35;19.6;24.78;8.88;20.97;20.43;22.26;24.4;11.13;18.56;17.85;;;35.73;;16.03;19.11;29.48;24.77;13.27;16.98;13.64;15.23;14.18;19.59;8.43;28;;29;26;23;22;21;19;18;18;27;9;26;22;33;11;12;11
NO2;uur;µg/m³;20111106 09:00;20111106 10:00;24.5;20.9;17.1;20.7;18.4;13.5;16.1;23.8;16.2;12.9;12.8;28.32;21.64;30.47;33.88;35.69;24.66;18.6;12.45;24.59;24.13;15.58;19.82;11.77;21.39;;14.57;9.95;13.13;27;19.1;17.8;17.91;17.24;16.91;26.35;20.84;28.63;7.3;19.71;19.01;21.01;21.19;9.27;15.91;14.51;;;27.23;;17.01;15;24.53;21.31;11.59;13.03;9.77;11.96;10.97;21.43;8.67;25;;32;25;22;20;20;20;17;14;25;8;29;16;31;;10;9
NO2;uur;µg/m³;20111106 10:00;20111106 11:00;23.2;22.5;21.3;15.5;14;12.1;17.1;23;22.1;14.8;8.9;28.68;19.4;30.06;32.53;33.72;21.55;17.75;12.95;18.78;24.06;12.53;19.12;10.59;19.27;;16.87;11.91;13.95;22.01;16.52;12.44;16.97;14.26;15.86;25.48;18.02;27.05;6.48;16.17;16.38;17.26;18.95;16.59;14.11;11.88;;;23.54;;14.51;12.3;32.84;17.49;10.77;12.2;9.54;10.74;11.98;26.57;10.96;22;;29;19;19;20;17;19;14;14;24;7;22;16;22;12;8;8
NO2;uur;µg/m³;20111106 11:00;20111106 12:00;18.4;18.2;18.9;16.8;13.3;10.9;15.6;23.3;19.2;16.6;9.2;26.63;17.33;28.62;32.7;33.77;20.4;17.73;10.83;22.89;26.91;10.24;19.4;10.88;18.88;;17.01;10.43;12.27;18.78;13.95;11.19;18.42;9.18;18.3;23.58;14.49;32.35;5.62;16.63;15.33;15.8;15.29;18.81;13.32;9.55;;;21.3;;13.11;11.78;31.74;17.66;9.49;11.48;9.19;13.88;11.22;24.08;9.57;21;;34;23;18;23;19;20;14;13;24;8;23;15;15;11;8;8
NO2;uur;µg/m³;20111106 12:00;20111106 13:00;20.8;18.2;19.7;17.5;14;13.4;14.6;24.7;20.1;15.6;14.3;24.95;15.36;28.11;30.96;31.35;18.12;17.04;9.8;21.41;23.62;10.75;20.16;10.4;18.1;;16.43;10.33;12.15;23.38;13.75;11.41;12.96;6.76;20.98;26.54;17.26;34.4;7.25;16.11;15.83;16.63;14.92;20.84;13.15;8.9;;;19.25;;11.84;11.9;34.57;17.15;9.41;12.06;6.81;15.11;6.35;25.94;7.51;20;;37;21;20;24;16;20;13;13;24;7;18;14;17;11;8;8
NO2;uur;µg/m³;20111106 13:00;20111106 14:00;22.9;20.7;20.3;19;16.2;12.4;16.6;25.6;19.8;16.6;6.4;23.59;13.32;24.8;29.51;30.89;14.92;15.25;10.62;19.15;22.32;9.24;18.98;11.02;15.54;;10.27;11.13;12.25;23.43;15.16;12.52;13.9;8.64;22.45;28.81;14.06;40.54;5.94;16.58;15.66;17.26;13.75;19.86;12.99;9.2;;;19.3;;11.31;12.83;42.36;19.2;11.19;12.64;6.31;13.25;5.44;34.52;7.42;21;;39;20;19;36;19;18;11;17;30;7;18;18;14;10;9;9
NO2;uur;µg/m³;20111106 14:00;20111106 15:00;20.4;25.7;21;19.8;18.4;11.5;14.4;21.6;20.6;19.2;6.3;20.44;14.51;22.15;26.93;28.39;14.5;13.33;11.51;23.77;26.62;9.04;17.57;11.1;16.14;;12.87;11.22;12.9;26.69;17.62;13.48;14.95;7.4;26.89;26.52;16.04;41.02;6.16;16.92;12.85;14.53;10.46;17.43;12.02;9.35;;;21.54;;11.66;11.43;38.72;20.12;11.97;10.21;6.03;11.2;5.93;27.4;6.4;25;;46;23;21;34;19;21;13;14;32;6;18;18;15;11;9;8
NO2;uur;µg/m³;20111106 15:00;20111106 16:00;25.5;25.3;22.4;22.1;18.1;12.8;16;22.2;25.1;14.7;10;20.66;15.51;19.62;24.66;25.95;15.63;13.19;11.44;25.66;27.44;9.37;16.06;10.49;16.27;;14.17;9.15;11.68;27.22;18.11;14.2;13.1;10.24;26.97;27.96;15.57;39.34;4.34;16.33;12.42;14.1;9.34;18.5;10.38;8.98;;;21.4;;12.36;12.3;38.48;23.28;12.01;6.25;5.53;10.55;6.67;21.28;7.94;31;;41;20;19;37;20;21;11;14;35;6;21;21;17;11;8;9
NO2;uur;µg/m³;20111106 16:00;20111106 17:00;24.4;28.1;20.9;20.6;22.8;12.6;14.7;28.2;22.2;18.8;7.9;20.28;17.03;20.43;22.23;24.6;16.86;12.5;10.13;27.51;24.67;9.06;16.21;12.94;18.16;;24.46;13.17;12.43;25.41;18.72;15.6;14.83;9.03;25.05;30.04;15.52;36.95;3.74;18.22;12.58;15.94;10.15;18.47;9.7;8;;;21.57;;12.89;10.69;47.41;28.84;7.99;6.14;6.71;11.74;6.63;31.95;6.98;35;;43;27;23;37;23;25;13;16;39;6;20;17;21;13;8;9
NO2;uur;µg/m³;20111106 17:00;20111106 18:00;21.6;27.6;14.7;19.2;18.1;10.9;14.4;26.2;20.4;33.3;10.4;19.04;18.14;20.45;22.95;23.72;16.98;13.06;10.54;39.97;23.8;8.13;14.35;13.16;18.25;;20.8;13.91;16.52;28.89;19.42;14.01;12.96;12.87;30.52;29.79;22.74;44.62;4.74;22.5;14.93;15.41;10.12;19.77;9.36;11.13;;;22.91;;12.01;7.76;44.32;25.89;8;5.97;6.88;10.13;5.64;24.82;6.52;31;;50;25;28;43;24;30;14;16;44;6;27;22;20;13;11;10
NO2;uur;µg/m³;20111106 18:00;20111106 19:00;31.2;28.7;16.6;21.3;21;16.8;16.4;30.3;25;30.2;11.4;16.53;14.48;18.75;21.77;23.57;18.09;12.16;9.09;31.87;29.26;13.5;19.58;8.56;19.58;;21.61;12.26;18.86;29.44;22.75;15.79;14.3;11.38;27.37;35.26;16.61;38.93;6.55;21.31;13.22;14.12;8.89;12.37;9.39;11.76;;;25.93;;11.99;6.73;41.19;23.74;8.12;6.24;6.31;8.53;6.61;22.57;8.01;37;;47;26;30;42;23;41;13;20;42;6;22;23;20;14;10;10
NO2;uur;µg/m³;20111106 19:00;20111106 20:00;30.3;27.6;16.8;19.2;19;19.8;15.5;25.6;20.3;31.4;9.7;15.77;12.08;17.08;19.41;20.12;19.29;10.19;7.69;32.34;37.17;13.87;15.64;10.38;19.76;;16.2;16.42;20.57;28.92;21.77;16.38;13.76;12.02;31.32;31.68;15.46;28.43;5.24;15.49;11.1;12.88;8.05;17.7;7.87;10.5;;;22.61;;11.09;6.35;36.59;24.6;8.29;5.92;5.13;9.17;6.91;20.8;9;30;;40;21;23;37;16;28;11;18;39;6;21;17;20;12;9;10
NO2;uur;µg/m³;20111106 20:00;20111106 21:00;26.7;24.9;19.4;20.2;17.8;15.3;12.5;27.8;20.6;26.1;8.6;17.09;10.69;18.24;19.05;20.81;16.31;9.27;9.78;28.38;22.49;13.43;14.59;13.88;16.87;;13.3;13.73;17.47;25.37;20.11;17.71;13.88;8.59;25.1;30.43;16.36;28.72;5.45;16.54;10.09;10.67;7.87;17.54;6.97;8.83;;;16.61;;10.46;7.3;31.7;19.8;6.76;6.15;4.94;10.09;7.98;24.75;8.15;22;;36;19;20;27;13;22;10;14;38;5;19;15;17;13;9;10
NO2;uur;µg/m³;20111106 21:00;20111106 22:00;23.1;18.6;13.9;17.8;17.3;10.5;12.3;22.6;16.8;19.3;5.5;15.02;8.49;16.91;20.23;21.31;12.26;8.74;10.16;19.38;18.12;10.69;15.42;9.54;14.54;;15.23;14.92;13.15;26.19;17.05;15.69;11.75;9.37;26.24;27.01;9.98;18.03;5.23;14.27;10.37;11.28;8.09;21.35;6.99;6.16;;;21.29;;10.15;7.16;27.57;19.55;6.39;6.95;4.26;10.2;7.09;14.36;6.47;18;;41;16;17;34;10;16;8;13;32;5;18;19;17;10;6;8
NO2;uur;µg/m³;20111106 22:00;20111106 23:00;21.7;15.4;14.9;17.8;17.8;7.4;12.9;21.4;15;19.8;4.5;12.17;7.56;14.2;16.88;18.74;9.26;7.96;9.07;15.77;19.02;9.23;10.5;7.23;11.93;;22.75;14.06;14.01;23.57;14.27;15.75;11.18;6.85;21.59;23.33;13.39;16.18;5.03;12.76;9.55;11.64;7.99;20.66;7.46;5.98;;;18.62;;10;6.82;25.72;16.54;8.23;6.77;4.11;10.08;8.7;14.27;7.2;15;;34;13;14;22;9;15;8;10;35;6;16;14;13;9;6;9
NO2;uur;µg/m³;20111106 23:00;20111107 00:00;18.3;19.8;18;12.4;12.2;7.3;13.4;16.3;13.8;12.6;6.7;11.59;7.51;13.11;19.26;18.84;8.87;8.27;8.93;12.4;14.07;8.05;9.24;7.73;11.18;;23.15;9.18;11.99;21.54;11.69;10.19;10.19;6.92;17.63;21.37;;12.55;5.16;10.67;8.09;7.67;6.66;16.9;7.32;5.67;;;13.99;;10.46;6.66;24.14;17.03;8.39;6.46;4.19;9.35;8.1;14.39;6.65;9;;26;11;12;23;7;8;7;9;39;6;13;13;10;8;6;8
NO2;uur;µg/m³;20111107 00:00;20111107 01:00;16.8;14.7;19.7;9.6;9.5;6.5;8.8;11.5;11.5;10.8;8.8;10.44;7.15;11.24;17.47;;6.65;6.64;6.91;10.06;9.35;6.04;8.35;;;;15.91;;;15.59;9.4;7.03;;5.1;14.48;12.22;7.45;10.15;5.58;8.88;6.77;6.36;6.91;16.42;3.66;5.38;;;18.09;;9.22;6.91;15.1;12.38;7.92;7.11;6.08;7.79;6.69;8.89;6.05;7;;21;9;11;13;6;6;7;9;42;6;11;11;8;7;11;7
NO2;uur;µg/m³;20111107 01:00;20111107 02:00;17.3;10.4;15;7.8;7.7;6.3;6;9.2;8.7;11.9;6.3;9.71;6.64;10.31;12.65;10.76;5.1;6.32;6.01;7.84;8.38;4.35;6.49;4.92;7.2;;12.56;6.83;9.62;14.1;8.01;5.89;;4.74;9.92;9.6;10.99;6.69;5.61;6.35;5.36;5.69;5.5;20.7;4.43;4.8;;7.27;14.84;;8.74;6.39;13.86;13.33;7.43;5.63;4.91;7.54;6.87;6.72;4.41;7;;17;8;12;13;3;5;7;9;26;6;;9;8;7;17;6
NO2;uur;µg/m³;20111107 02:00;20111107 03:00;14.3;11.3;17.7;6.7;6.8;6;6;7.6;7.8;13.4;6.1;11.13;8.15;10.67;11.54;9.99;5.64;6.37;6.59;7.04;7.22;4.93;6.39;4.31;6.48;;12.05;6.17;32.21;12.93;6.3;4.94;;5.34;8.98;7.14;12.77;7;4.72;6.84;5.29;5.97;5.4;19.96;3.88;4.77;;6.13;16.33;;8.57;6.02;14.75;14.95;7.63;5.65;4.43;6.96;5.45;5.2;4.17;5;;14;8;12;12;4;5;8;9;14;7;11;12;9;8;19;7
NO2;uur;µg/m³;20111107 03:00;20111107 04:00;19.9;11.4;14.1;6.5;6.7;6.3;6.5;8;8.8;14.4;7;10.89;8.86;11.35;12.97;11.32;6.75;6.38;5.18;8.51;8.65;4.78;6.78;5.22;7.35;;10.82;6.38;22.88;12.62;6.66;5.59;;5.05;7.3;7.84;8.58;9.98;4.38;6.48;5.26;6;5.69;22;3.92;5.13;;6.34;15.06;;7.64;5.48;13.01;11.14;7.19;5.51;4.9;6.79;5.09;5.8;4.43;4;;14;7;;16;3;5;8;9;14;6;10;9;9;8;19;6
NO2;uur;µg/m³;20111107 04:00;20111107 05:00;28.1;12.4;17.6;8;8.2;6.7;6.9;7.9;10.7;12;11.3;10.5;8.47;11.61;14.37;13.15;8.51;6.29;4.55;9;12.34;4.66;7.21;10.45;8.63;;9.22;7.22;24.88;13.28;7.83;6.5;;5.22;6.88;7.58;10.44;7.96;4.63;6.04;8.65;6.65;6.42;17.57;4.06;5.45;;6.55;12.98;;7.31;5.82;16.68;11.26;7.43;5.22;4.77;7.09;4.65;5.85;3.62;4;;14;9;8;11;4;7;10;9;8;7;10;9;10;9;13;6
NO2;uur;µg/m³;20111107 05:00;20111107 06:00;27.4;15.5;18.6;9.8;9.7;9.6;7.9;11.8;17.5;11.9;13.6;16.66;7.56;13.23;21.77;18.09;9.46;8.04;5.81;9;10.64;5.34;9.14;8.63;10.19;;9.26;7.46;23.71;15.13;10.18;6.99;;6.22;9.59;11.37;13.76;9.54;4.45;8.31;8.28;7.82;8.15;14.74;4.43;5.59;;11.28;10.91;;7.13;7.49;11.86;10.6;7.47;5.55;5.13;7.39;5.73;10.06;4.52;7;;30;10;10;12;7;11;13;9;9;8;12;9;14;11;;
NO2;uur;µg/m³;20111107 06:00;20111107 07:00;33;25;23.4;19.7;15.9;12.4;8.3;19.1;25.9;16.2;24.3;26.31;8.28;21.04;25.46;22.91;11.43;11.24;6.73;10.8;18.62;7.76;15.54;10.84;13.69;;8.97;13.32;13.88;19.92;15.89;8.82;;7.39;18.74;18.92;19.66;21.81;4.4;12.06;17;13.98;12.16;16.94;5.12;6.75;;21.53;12.82;;8.34;10.69;27.46;17.64;7.82;6.25;5.81;7.91;5.77;17.87;3.58;22;;76;23;15;22;13;22;18;14;15;10;18;14;17;18;13;11
NO2;uur;µg/m³;20111107 07:00;20111107 08:00;40.4;37;31.7;22.7;19.3;18.8;11.3;26.5;39.3;17.2;26;27.4;8.43;27.71;29.7;28.95;17.2;13.97;8.16;17.34;25.84;12.64;17.3;17.86;20.52;;10.86;21.12;25.3;26.97;21.49;11.48;;9.36;32.91;22.78;19.31;37.35;5.2;18.28;26.65;17.32;15.72;15.6;6.9;8.29;;35.69;17.04;;11.46;14.35;43.03;28.59;8.63;7.54;8.12;8.07;6.47;28.6;3.88;23;;82;24;23;29;19;25;24;20;19;12;26;20;24;20;15;11
NO2;uur;µg/m³;20111107 08:00;20111107 09:00;46.5;34.8;30.3;28.8;24.3;20;17.9;30.3;42.6;22.4;32.7;;10.53;28.66;38.44;31.05;15.87;14.4;10.59;27.75;24.18;15.81;22.54;15.85;22.01;;14.39;30.01;26.73;31.36;19.11;18.73;;10.29;40.21;32;25.4;36;6.2;22.11;27.97;25.66;17.12;14.02;7.33;9.37;;32.68;19.09;;13.63;13.71;38.99;33.28;8.73;7.59;9.32;10.08;7.85;38.38;4.19;;;88;28;32;35;19;30;21;23;21;10;31;22;29;21;25;12
NO2;uur;µg/m³;20111107 09:00;20111107 10:00;39.5;35;35.8;29.1;27.6;16;17.4;27.2;38.6;23;36.8;27.85;11.92;28.58;33.58;29.93;13.92;19.24;13.74;26.16;25.12;18.1;21.17;18.25;22.36;;17.7;26.45;42.67;33.83;25.49;22.77;33.84;11.84;44.63;27.58;26.15;45.14;6.34;20.98;24.45;21.22;11.49;23.22;8.56;11.71;;29.46;26.75;;11.27;10.79;47.42;29.18;8.93;9.24;8.91;10.13;5.79;36.58;4.58;;;92;22;30;35;21;23;16;23;18;10;26;22;28;23;21;14
NO2;uur;µg/m³;20111107 10:00;20111107 11:00;38.1;38.2;37.3;27;23.6;15.6;18.3;27.6;37.8;25.2;32;26.26;12.36;30.22;36.8;32.53;15.09;19.33;13.87;22.96;32.8;19.71;23.47;18.56;22.23;;17.96;25.12;45.06;28.8;20.94;17.13;25.41;12.19;35.64;26.33;25.4;32.15;7.65;23.51;25.8;23.82;12.9;27.24;8.31;12.16;;24.44;22.77;;12.19;11.55;32.03;23.58;9.58;10.07;7.47;9.92;9.18;28.24;4.75;;18;78;28;26;34;17;25;16;23;16;10;28;24;26;25;25;15
